"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"	"V101"	"V102"	"V103"	"V104"	"V105"	"V106"	"V107"	"V108"	"V109"	"V110"	"V111"	"V112"	"V113"	"V114"	"V115"
3660.16	3658.15	3646.25	3644.17	3652.35	3659.56	3665.33	3668.99	3674.71	3679.2	3681.53	3683.1	3686.11	3688.92	3690.38	3691.14	3692.05	3693.15	3694.52	3696.37	3699.97	3705.3	3712.04	3719.47	3726.41	3732.14	3741.75	3750.94	3761.9	3772.34	3779.53	3787.81	3804.15	3825.3	3840.41	3852.07	3865.73	3878.71	3889.05	3896.97	3903.81	3909.99	3916.44	3921.95	3926.28	3929.64	3933.05	3933.81	3935.98	3939.69	3943.92	3947.45	3949.65	3950.87	3951.42	3952.14	3953.59	3956.07	3960.35	3969.3	3979.48	3987.4	3991.99	3993.64	3993.42	3993.89	3992.28	3989.93	3985.4	3979.19	3969.98	3958.34	3947.94	3937.5	3925.52	3915.43	3908.03	3901.94	3897.23	3893.06	3887.7	3881.71	3873.19	3865.86	3862.5	3858.37	3849.08	3838.98	3831	3828.75	3829.72	3830.07	3830.32	3830.65	3833.61	3834.67	3836.12	3837.92	3839.18	3839.93	3840.1	3841.02	3843.29	3848.44	3852.77	3857.81	3863.29	3871.82	3879.81	3882.81	3885.86	3888.21	3891.62	3896.08	3899.74
3661.12	3659.78	3652.92	3650.41	3654.86	3659.66	3665.13	3669.94	3676.99	3681.01	3681.76	3681.94	3682.39	3682.27	3681.75	3681.07	3681.13	3682.48	3684.97	3688.15	3692.04	3696.75	3702.5	3708.99	3716.93	3723.91	3731.14	3741.14	3750.85	3759.9	3768.99	3780.84	3798.87	3819.71	3836.9	3849.35	3865.81	3881.21	3891.19	3896.99	3902.31	3910.86	3919.32	3925.65	3929.83	3932.24	3936.01	3937.96	3939.84	3943.03	3947.38	3951.53	3954.49	3956.55	3958.32	3959.72	3960.14	3959.75	3961.72	3969.31	3978.94	3986.95	3992.3	3995.78	3997.08	3996.45	3995.49	3995.05	3991.28	3987.23	3983.22	3976.62	3966.57	3958.16	3947.83	3936.98	3927.72	3920.16	3914.78	3911.75	3908.3	3903.37	3894.71	3884.8	3877.83	3873.16	3864.31	3850.38	3836.21	3832.48	3831.65	3831.82	3831.9	3832.08	3834.91	3835.91	3837.37	3840.06	3840	3840.17	3840.76	3842.48	3845.49	3849.74	3853.64	3856.52	3860.62	3867.85	3876.7	3881.97	3885.45	3887.89	3891.09	3895.46	3899.59
3663.28	3660.9	3656.89	3655.36	3657.11	3659.59	3664.06	3669.33	3676.22	3679.63	3679.9	3679.74	3679.3	3678.92	3677.94	3676.86	3676.64	3677.4	3679.33	3682.55	3686.78	3691.29	3695.38	3700.93	3707.45	3714.65	3722.12	3729.83	3741.56	3750.85	3761.52	3774.35	3790.6	3812.46	3832.58	3846.3	3864.83	3880.62	3888.87	3894.31	3899.02	3909.09	3919.77	3927.78	3933.04	3936.95	3941.2	3943.24	3945.67	3948.19	3952.18	3956.5	3960.16	3962.95	3965.2	3967.09	3968.13	3968.11	3968.8	3972.67	3978.67	3985.48	3990.79	3995.11	3998.62	3999.52	4000.32	4000.91	3997.97	3992.85	3987.77	3984.14	3981.95	3978.41	3973.9	3967.19	3957.69	3948.43	3939.39	3930.11	3924.31	3918.63	3910.75	3901.86	3893.43	3884.86	3875.26	3861.91	3845.52	3837.1	3834.54	3833.69	3833.35	3833.31	3835.78	3836.68	3837.91	3839.98	3839.96	3840.14	3840.73	3843.01	3846.75	3850.88	3854.87	3856.66	3858.96	3863.37	3872.07	3879.59	3883.68	3886.42	3889.41	3893.57	3897.75
3667.01	3664.59	3660.81	3658.84	3658.47	3659.1	3661.91	3667.09	3672.66	3676.09	3677.55	3679.52	3679.03	3678.34	3677.64	3676.73	3676.12	3676.15	3677.72	3679.91	3683.16	3686.76	3691.14	3695.79	3701.17	3707	3715.09	3723.71	3732.72	3744.13	3753.88	3766.82	3783.78	3802.4	3825.18	3841.39	3858.75	3874.84	3882.44	3889.26	3894.54	3907.18	3920.48	3929.82	3935.97	3941.05	3945.25	3948.21	3951.48	3953.77	3957.49	3961.86	3966.1	3969.49	3971.34	3973.7	3976.05	3978.04	3978.19	3978.39	3980.42	3986.17	3991.33	3995.56	4000.01	4003.95	4007.62	4008.74	4006.68	4002.52	3996.33	3992.09	3991.34	3990.99	3990.74	3988.49	3981.33	3970.87	3960.62	3948.37	3936.38	3928.23	3919.88	3912.43	3904.57	3895.67	3881.09	3867.26	3853.35	3843.16	3838.46	3837.41	3838.4	3839.17	3839.11	3839.42	3839.62	3839.96	3839.71	3839.67	3840.24	3843.02	3847.17	3851.34	3854.47	3856.98	3858.85	3861.55	3868.56	3876.14	3880.87	3883.95	3886.75	3889.58	3893.13
3672.31	3671.8	3668.26	3664.25	3661.06	3659.58	3660.36	3664	3669.02	3673.08	3675.61	3679.47	3679.08	3678.62	3678.08	3677.54	3677.2	3677.19	3678.1	3679.1	3681.13	3684.21	3688.08	3692.3	3696.92	3701.72	3708.14	3716.08	3724.8	3735.02	3747.23	3759.16	3775.62	3793.21	3816.43	3835.39	3850.68	3865.97	3874.06	3882.29	3893.42	3908.98	3923.24	3932.88	3938.9	3944.72	3949.22	3952.87	3956.48	3958.82	3962.62	3967.28	3972.27	3976.28	3978.58	3980.17	3981.75	3983.57	3984.24	3983.79	3984.76	3989.49	3994.64	3998.97	4003.81	4008.57	4013.9	4017.75	4018.92	4018.04	4014.69	4010.25	4006.6	4003.28	3999.56	3995.6	3989.4	3982.34	3973.36	3964.78	3949.14	3935.87	3926.45	3918.54	3911.81	3901.9	3886.93	3871.64	3858.96	3849.18	3841.9	3837.54	3836.61	3837.45	3837.86	3838.64	3839.18	3839.54	3839.17	3839.5	3840.99	3844.33	3848.47	3852.6	3856.28	3859.15	3860.89	3864.04	3869.05	3874.52	3878.48	3881.19	3883.53	3885.64	3888.26
3677.08	3678.96	3676.33	3671.1	3666.04	3662.3	3659.92	3661.8	3667.03	3671.69	3674.7	3679.53	3679.25	3678.97	3678.56	3678.25	3678.07	3678.1	3678.4	3678.85	3680.03	3682.46	3685.11	3688.94	3693.05	3697.8	3702.24	3708.06	3716.46	3727.1	3739.94	3751.11	3766.18	3783.33	3804.76	3828.69	3844.09	3859.17	3869.1	3878.5	3894.18	3910.78	3926.21	3934.31	3940.73	3947.45	3952.8	3956.85	3960.03	3962.99	3966.48	3971.77	3977.42	3980.95	3982.34	3982.76	3983.68	3985.49	3987.36	3987.7	3988.06	3991.53	3997.07	4002.45	4007.63	4012.95	4019.16	4024.59	4029.46	4031.69	4031.06	4028.59	4024.96	4019.81	4014.51	4003.78	3989.41	3981.54	3978.89	3971.48	3959.44	3945.6	3933.08	3925.34	3914.98	3908.3	3894.3	3878.81	3866.39	3855.62	3846.56	3838.93	3835.02	3836.05	3836.86	3838.08	3839	3839.61	3839.27	3840.37	3842.87	3846.36	3850.04	3854.02	3858.2	3861.92	3864.35	3867.72	3871.09	3874.53	3877.23	3879.12	3880.66	3882.38	3884.36
3678.97	3681.58	3680.77	3677.16	3672.19	3667.28	3663.24	3663.51	3667.96	3672.15	3674.93	3679.63	3679.44	3679.28	3678.99	3678.81	3678.73	3678.77	3678.49	3678.77	3679.31	3680.19	3682.23	3685.54	3689.46	3693.78	3697.33	3701.41	3708.06	3718.73	3731.35	3744.34	3756.18	3773.57	3793.03	3818.7	3836.68	3850.78	3862.99	3873.35	3887.97	3904.08	3923.14	3934.64	3941.47	3948.98	3955.49	3960.27	3962.23	3965.44	3968.42	3974.03	3979.76	3982.48	3982.65	3982.38	3983.35	3985.98	3989.28	3991.11	3991.88	3994.63	4000.2	4006.08	4011.52	4017.48	4024.12	4030.89	4038.14	4041.81	4041.84	4041.17	4039.18	4032.92	4027.39	4012.49	3989.86	3980.99	3979.8	3974.3	3967.03	3954.76	3943.14	3933.55	3923.56	3914.84	3902.94	3890.61	3877.03	3865.99	3855.53	3845.17	3838.26	3836.69	3837.16	3838.05	3838.94	3839.84	3840.59	3842.52	3845.51	3848.63	3851.64	3856.04	3861.45	3866.15	3868.93	3871.47	3873.43	3875.39	3877.02	3878.16	3878.97	3879.87	3881.3
3679.43	3681.75	3681.77	3680.57	3677.5	3673.49	3670.2	3668.87	3671.41	3674.16	3676.16	3679.73	3679.62	3679.53	3679.35	3679.27	3679.27	3679.31	3678.48	3678.68	3679.32	3679.4	3680.11	3682.44	3686.24	3690.37	3693.61	3697.84	3701.2	3709.53	3723.19	3735.74	3749.54	3763.43	3781.98	3805.36	3827.9	3843.13	3856.79	3866.51	3880.81	3895.51	3917.48	3933.72	3941.35	3949.35	3956.25	3961.22	3962.96	3965.94	3968.22	3973.58	3979.23	3981.97	3981.44	3980.57	3981.3	3984.89	3989.79	3993.42	3996.04	3998.86	4004.44	4010.47	4016.21	4022.02	4028.7	4036.35	4044.46	4049.22	4049.75	4049.27	4047.61	4041.17	4033.27	4018.83	3997.34	3987.1	3983.11	3980.72	3974.68	3963.17	3951.95	3941.63	3931.68	3920.44	3909.57	3901.24	3888.85	3876.87	3866.64	3856.98	3848.66	3842.85	3840.83	3839.99	3839.86	3841.04	3843.42	3845.76	3848.84	3851.62	3854.06	3860.13	3867.86	3872.71	3874.56	3875.38	3875.85	3876.6	3877.42	3878.08	3878.6	3878.97	3879.64
3679.46	3682.43	3683.83	3683.22	3680.61	3677.44	3674.98	3673.16	3674.08	3675.49	3676.44	3676.82	3676.69	3676.84	3677.73	3678.08	3678.63	3679.01	3679.11	3679.15	3679.58	3679.86	3679.58	3680.58	3683.69	3687.82	3691.04	3693.44	3696.53	3702.81	3713.46	3726.81	3740.49	3753.89	3770.58	3792.24	3814.7	3832.95	3848.11	3859.11	3872.07	3887.85	3907.55	3927.35	3937.55	3947.16	3954.8	3959.34	3963.2	3965.52	3967.35	3971.73	3976.71	3979.59	3979.47	3978.85	3979.26	3983.22	3989.37	3994.92	3999.35	4003.42	4008.92	4014.99	4021	4025.91	4032	4039.79	4049.23	4055.92	4056.57	4054.69	4052.79	4048.22	4036.16	4023.45	4011.45	4002.9	3996.21	3989.15	3982.98	3975.94	3962.76	3951.56	3940.9	3930.06	3919.97	3912.34	3903.53	3892.66	3879.04	3868.61	3859.68	3852.58	3847.31	3844.84	3843.88	3845.03	3847.34	3849.5	3852.52	3856.01	3859.92	3868.45	3876.94	3879.91	3879.62	3878.57	3877.95	3878.01	3878.43	3878.92	3878.8	3879.04	3879.42
3678.67	3681.9	3683.53	3683.19	3682.58	3681.2	3679.48	3678.22	3678.58	3679.58	3680.02	3679.42	3678.71	3678.69	3679.46	3680.49	3681.47	3682.14	3682.24	3682.25	3682.3	3681.88	3680.86	3679.9	3682.3	3686.65	3690.2	3692.51	3694.5	3698.32	3705.18	3716.61	3731.55	3745.8	3760.21	3780.37	3802.16	3822.85	3838.81	3849.19	3860.9	3877.44	3893.03	3909.87	3924.66	3937.21	3947.76	3953.55	3958.94	3962.22	3964.42	3967.87	3972.17	3975.59	3976.4	3977.8	3980.36	3984.88	3990.42	3996.46	4002.18	4006.25	4011.52	4017.56	4024.08	4028.95	4034.66	4042.03	4051.71	4059.47	4060.76	4060.28	4060.64	4059.29	4046.03	4032.1	4022.91	4020.52	4016.58	4003.9	3992.05	3984.16	3976.86	3964.84	3953.42	3944.85	3938.01	3929.31	3919.22	3908.98	3898.21	3885	3874.28	3864.94	3858.04	3852.86	3850.32	3850.36	3851.38	3852.73	3854.73	3858.65	3865.98	3876.78	3883.8	3883.9	3881.49	3879.69	3878.81	3878.62	3878.76	3879.03	3879.17	3879.44	3879.82
3675.39	3676.44	3675.72	3679.06	3686.62	3685.88	3683.83	3684.88	3684.58	3685.12	3685.26	3684.43	3684.05	3684.37	3685.13	3686.27	3687.04	3687.26	3686.97	3686.9	3687.5	3686.36	3684.02	3682.27	3683.76	3687.69	3690.74	3692.74	3694.1	3696.3	3699.76	3708.17	3721.12	3736.08	3750.62	3768.05	3790.05	3812.25	3828.79	3839.17	3849.01	3863.61	3877.67	3892.43	3907.28	3924.27	3939.88	3946.43	3952.04	3956.61	3959.82	3963.03	3967.06	3971.04	3973.22	3977.85	3984.02	3989.72	3994.17	3999.49	4005.25	4008.85	4013.35	4018.85	4025.83	4031.81	4038.09	4044.44	4051.64	4058.89	4062.67	4066.89	4072.02	4072.98	4062.29	4048.35	4038.69	4033.27	4030.16	4022.85	4009.89	3994.74	3985.05	3979.69	3969.61	3958.38	3951.55	3946.15	3937.15	3925.05	3914.8	3902.77	3891.16	3880.83	3870.95	3864.59	3858.75	3856.58	3856.25	3856.66	3857.78	3859.24	3867.6	3878.24	3883.59	3883.25	3881.16	3879.7	3879.11	3878.95	3878.99	3879.13	3879.53	3879.8	3880.17
3670.36	3669.09	3667.6	3680.7	3698.48	3695.01	3691.01	3692.06	3691.37	3691.71	3691.72	3690.88	3691.56	3692.7	3693.43	3694.18	3694.39	3693.67	3692.7	3692.7	3693.79	3692.35	3689.12	3687.53	3687.94	3690.54	3692.36	3693.75	3694.64	3696.28	3696.72	3701.05	3712.35	3727.23	3741.53	3757.05	3777.58	3799.94	3816.34	3827.69	3839.79	3852.56	3865.07	3877.24	3893.72	3919.15	3941.23	3943.56	3946.17	3950.53	3954.51	3958.2	3961.96	3966.1	3970.18	3978.4	3987.27	3992.92	3998.2	4003.33	4008.92	4011.86	4015.21	4020.2	4027.47	4034.42	4041.1	4046.07	4050.3	4056.11	4061.4	4068.64	4077.21	4082.24	4079.76	4069.87	4060.61	4050.38	4042.78	4037.1	4028.96	4016.23	3998.4	3988.27	3983.32	3977.16	3965.74	3958	3948.79	3940.15	3927.67	3916.55	3904.56	3894.47	3885.85	3878.2	3870.18	3863.22	3860.64	3859.97	3859.66	3861	3868.34	3877.05	3881.31	3881.71	3880.63	3879.64	3879.27	3879.12	3879.12	3879.21	3879.82	3880.06	3880.39
3666.2	3666.66	3669.81	3686.83	3704.6	3702.72	3698.4	3696.83	3696.12	3697.01	3696.84	3695.89	3697.59	3700.01	3701.04	3701.48	3701.27	3699.81	3698.54	3698.85	3698.68	3696.93	3694.49	3692.5	3691.72	3691.77	3692.61	3693.59	3694.42	3696.27	3695.03	3696.5	3704.19	3717.56	3732.54	3747.78	3764.94	3787.89	3807.16	3819.09	3829.76	3844.53	3855.85	3867.39	3882.14	3907.35	3932	3939.43	3942.72	3945.36	3950.89	3954.29	3957.06	3960.05	3965.62	3975.6	3986.76	3993.39	3999.69	4007.36	4013.22	4015.62	4017.37	4021.54	4028.67	4035.14	4041.55	4046.22	4048.11	4052.98	4058.5	4066.47	4076.09	4083.82	4087.52	4083.04	4077.3	4068.51	4058.46	4049.33	4040.96	4032.16	4021.54	4008.33	3995.72	3987.44	3980.35	3969.67	3960.36	3949.51	3939.32	3927.81	3917.97	3907.18	3897.94	3890.42	3881.85	3873.05	3867.04	3863.38	3864.13	3866.63	3871.72	3877.56	3880.88	3881.48	3880.43	3879.52	3879.43	3879.71	3880.04	3880.38	3880.71	3881.03	3881.33
3662.63	3666.65	3674.17	3687.61	3699.78	3702.57	3701.11	3699.92	3699.9	3701.04	3700.61	3698.84	3700.52	3704.09	3706.79	3707.49	3707.5	3706.33	3705.37	3705.51	3705.25	3703.44	3700.15	3696.54	3694.43	3693.65	3693.92	3694.55	3695.27	3696.71	3695.39	3695.15	3698.96	3707.96	3720.81	3737.75	3754.16	3774.52	3797.73	3812.02	3822.16	3835.53	3848	3857.44	3871.42	3889.27	3912.64	3932.52	3939.5	3941.14	3946.41	3950.07	3952.48	3954.26	3959.2	3969.6	3983.05	3992.1	4000.07	4009.77	4016.54	4019.88	4020.78	4023.78	4029.54	4034.31	4039.83	4044.65	4046.22	4050.18	4055.4	4064.23	4076.16	4084.49	4087.2	4086.1	4083.21	4080.28	4073.39	4062.84	4053.59	4043.39	4036.17	4029.65	4017.05	4000.51	3988.35	3981.07	3974.03	3960.95	3948.71	3937.91	3928.3	3918.77	3910.88	3903.63	3895.09	3885.64	3876.68	3869.73	3871.81	3875.64	3879.32	3881.88	3882.94	3882.42	3880.6	3879.3	3879.02	3879.35	3879.75	3880.13	3880.49	3880.83	3881.15
3660.77	3666.56	3675.51	3685.97	3693.99	3698.84	3700.23	3701.18	3702.76	3704.11	3704.08	3703.29	3705.02	3708.24	3708.63	3709.49	3710.36	3710.19	3709.59	3709.44	3709.89	3709.15	3705.35	3700.69	3698.07	3695.04	3694.96	3695.45	3696.17	3697.28	3696.25	3695.6	3696.65	3701.51	3709.45	3726.75	3744.2	3761.43	3785.44	3805.89	3815.66	3827.2	3840.66	3851.37	3863.16	3878.65	3897.73	3926.07	3939.88	3939.72	3943.99	3947.13	3949.12	3950.68	3955.37	3964.36	3977.15	3989.34	3999.29	4010.02	4017.39	4022.01	4023.71	4026.09	4030.28	4033.82	4038.7	4043.46	4044.37	4047.7	4052.25	4060.85	4074.4	4083.68	4087.54	4088.8	4088.03	4085.95	4082.56	4075.36	4064.92	4055.57	4044.75	4037.44	4031.01	4019.72	4001.58	3987.59	3981.57	3974.56	3959.41	3947.61	3937.39	3929.3	3921.71	3917.69	3912.15	3903.97	3894.36	3885.63	3883.79	3886.44	3888.77	3889.62	3888.62	3885.22	3881.02	3878.89	3878.53	3878.99	3879.47	3879.91	3880.3	3880.65	3880.99
3660.65	3666.19	3674.62	3683.74	3690.66	3696.19	3700.35	3703.96	3706.83	3708.34	3709.4	3711.13	3713.71	3715.04	3715.08	3716.06	3717.46	3717.78	3716.84	3716.5	3717.82	3717.89	3713	3705.92	3700.31	3696.71	3695.81	3696.18	3696.95	3697.85	3697.06	3696.34	3697.1	3698.63	3704.33	3718.14	3734.52	3750.37	3771.34	3795.36	3810.04	3819.35	3832.59	3845.93	3856.42	3871.26	3887.95	3915.06	3933.82	3937.73	3941.92	3944.51	3946.56	3949.08	3953.96	3961.06	3970.79	3984.64	3996.54	4008.54	4017.08	4022.77	4025.08	4027.1	4030.29	4033.14	4037.48	4041.94	4043.03	4045.97	4049.83	4056.18	4066.02	4076.03	4083.53	4087.08	4088.7	4087.88	4089.85	4088	4078.45	4067.13	4055.58	4046.42	4040.33	4033.13	4022.12	4003.41	3989.33	3982.57	3973.24	3955.44	3943.62	3936.55	3930.02	3926.77	3925.79	3920.73	3912.26	3905.13	3900.4	3899.71	3899.61	3898.9	3896.06	3888.89	3881.55	3878.3	3878.04	3878.66	3879.25	3879.73	3880.13	3880.49	3880.83
3660.49	3664.46	3670.94	3681.54	3692.87	3699.76	3706.33	3711.02	3712.56	3713.43	3716.73	3721.16	3724.01	3723.61	3722.87	3724.16	3725.96	3726.7	3724.79	3724	3724.83	3724.51	3720.08	3712.76	3705.12	3699.86	3697.88	3697.34	3697.83	3698.33	3697.76	3697.14	3696.85	3697.1	3701.54	3712.16	3726.39	3741.09	3758.87	3782.3	3802.93	3813.85	3823.73	3838.81	3849.41	3863.21	3880.96	3903.57	3923.53	3933.8	3938.49	3941.41	3944.12	3947.53	3952.93	3959.2	3967.89	3980.29	3992.06	4004.24	4015.44	4022.03	4022.89	4026.61	4029.59	4032.79	4036.99	4040.71	4044.14	4047	4049.51	4052.31	4056.7	4064.26	4074.14	4081.77	4086.29	4090.31	4095.67	4099.31	4095.56	4084.09	4070.89	4058.97	4052.38	4043.9	4035.76	4023.95	4005.27	3990.4	3982.13	3966.07	3950.12	3943.99	3940.56	3940.34	3941.13	3935.65	3926.61	3920.91	3918.06	3914.68	3909.87	3906.79	3901.63	3891.09	3880.89	3877.15	3877.43	3878.44	3879.16	3879.63	3880	3880.34	3880.68
3660.14	3663.37	3670.38	3685.19	3702.03	3709.75	3715.8	3719.84	3718.79	3719.62	3727.06	3733.78	3734.86	3732.44	3730.9	3732.7	3735.76	3736.54	3734.23	3732.53	3732.27	3730.24	3725.82	3719.19	3711.03	3704.07	3699.66	3697.81	3697.61	3697.89	3697.61	3697.3	3697.35	3696.98	3699.86	3707.63	3718.32	3732.54	3749.09	3768.76	3791.52	3806.96	3816.4	3831.09	3843.7	3856.27	3874.22	3896.89	3917.71	3929.55	3933.96	3937.18	3940.92	3945.76	3951.32	3957.99	3966.23	3976.54	3987.25	3998.52	4010.95	4019.73	4022.53	4025.8	4027.94	4030.49	4034.78	4039.51	4043.85	4046.8	4048.92	4050.13	4051.41	4054.64	4062.64	4072.38	4080.42	4087.12	4094.15	4100.45	4103.6	4099.32	4087.6	4072.73	4062.51	4054.99	4045.66	4035.24	4023.98	4006.39	3990.24	3976.52	3959.07	3953.69	3956.32	3959.85	3957.65	3949.85	3943.08	3937.05	3930.44	3923.63	3915.43	3910.34	3903.47	3891.77	3880.7	3876.55	3877.24	3878.55	3879.29	3879.63	3879.89	3880.18	3880.51
3659.85	3664.02	3673.3	3688.78	3705.88	3715.6	3720.9	3724.08	3724.46	3728.22	3736.94	3742.73	3741.82	3737.79	3735.79	3737.74	3742.05	3744.14	3743.07	3741.38	3739.99	3735.84	3730.13	3724.46	3716.58	3709.08	3702.9	3699.11	3697.79	3697.48	3697.52	3697.54	3698.55	3697.85	3699.24	3704.48	3712.45	3723.06	3740.16	3756.96	3779.43	3798.91	3810.06	3822.72	3837.33	3849.89	3866.3	3890.09	3912.04	3923.51	3930.51	3934.87	3937.82	3942.96	3949.1	3956.45	3964.47	3973.12	3982.9	3993.15	4004.45	4013.92	4019.96	4023.79	4025.42	4026.78	4030.52	4035.96	4041.29	4045.92	4048.91	4049.51	4049.5	4050.59	4054.72	4062.16	4070.56	4079.51	4089.1	4095.38	4100.29	4103.97	4098.58	4083.8	4073.1	4064.67	4054.57	4042.69	4033.77	4021.6	3998.92	3983.7	3971.99	3967.28	3970.3	3971.7	3965.86	3956.15	3948.67	3943.56	3933.24	3926.39	3917.78	3911.02	3902.99	3891.31	3881.01	3877.02	3877.81	3879.16	3879.67	3879.68	3879.75	3879.98	3880.31
3659.93	3666.11	3677.21	3692.13	3706.72	3715.43	3720.1	3724.04	3729.17	3736.06	3741.46	3743.02	3741.96	3739.6	3738.19	3739.38	3743.79	3748.71	3751.41	3750.53	3746.83	3740.32	3733.41	3729.01	3721.57	3714.11	3707.08	3701.63	3698.12	3697.28	3697.51	3697.81	3698.77	3698.28	3699.43	3703.23	3709.36	3718.49	3733.05	3747.21	3766.03	3788.57	3803.43	3816.62	3829.55	3843.03	3859.08	3882.11	3905.3	3917.31	3924.11	3929.74	3934.82	3939.66	3945.41	3953.02	3961.39	3968.96	3978.07	3987.56	3996.51	4004.99	4012.24	4016.61	4018.86	4020.12	4022.96	4027.89	4033.71	4040.83	4046.91	4047.95	4047.8	4048.93	4050.99	4054.33	4059.9	4069.12	4081.83	4090.95	4096.37	4102.55	4109.26	4096.05	4080.22	4070.96	4062.23	4050.34	4039.24	4027.38	4007.9	3987.46	3979.93	3978.56	3978.72	3977.45	3969.84	3958.2	3948.18	3942.32	3933.62	3927.2	3918.7	3910.81	3902.11	3890.5	3881.31	3878.1	3878.9	3880.17	3880.27	3879.76	3879.52	3879.68	3880.05
3663.1	3669.86	3681.08	3694.97	3707.87	3714.94	3718.23	3722.38	3730.33	3738.02	3740.3	3740.21	3740.29	3739.91	3739.06	3739.7	3744.06	3751.14	3757.49	3757.98	3753.52	3745.13	3737.01	3732.62	3726.09	3719.31	3712.03	3705.47	3700.14	3698.04	3698.22	3699.12	3698.94	3698.65	3699.54	3702.93	3709.72	3717.92	3729.32	3740.53	3754.08	3776.67	3795.31	3809.08	3823.58	3837.4	3852.58	3873.6	3897.03	3910.73	3918.34	3925.01	3929.23	3934.23	3940.33	3947.18	3956.21	3963.98	3971.64	3980.54	3988.46	3995.38	4000.94	4005.7	4009.74	4011.2	4014.17	4017.67	4021.07	4027.42	4036.79	4041.55	4043.68	4046.48	4048.86	4050.29	4051.66	4057.05	4068.71	4082.63	4093.05	4092.49	4117.22	4118.03	4097.73	4081.32	4070.81	4059.54	4048.48	4037.94	4022.09	4000.01	3988.57	3986.1	3983.91	3980.72	3975.48	3961.35	3949.85	3943.89	3934.36	3927.19	3918.94	3908.81	3901.73	3890.2	3881.43	3879.32	3880.46	3881.24	3880.99	3880.09	3879.76	3880.91	3882.2
3671.8	3676.89	3684.75	3696.3	3708.69	3716.36	3718.75	3722.13	3730.77	3737.28	3738.47	3739.35	3740.4	3740.25	3738.93	3739.99	3745.25	3752.3	3758.14	3760.78	3758.26	3750.41	3741.99	3736.43	3730.27	3724.09	3716.94	3710.23	3703.82	3700.28	3699.07	3699.22	3699.48	3699.3	3699.47	3702.58	3709.32	3717.8	3725.74	3735.32	3745.63	3764.02	3785.07	3800.59	3816.62	3831.15	3844.11	3862.59	3888.83	3902.77	3911.12	3918.54	3923.9	3928.95	3935.56	3941.4	3949.99	3957.88	3964.66	3972.06	3978.8	3985.68	3990.56	3994.45	3998.51	4001.81	4005.38	4008.04	4010.1	4013.73	4023.45	4031.53	4037.38	4042.29	4046.8	4049.34	4048.81	4048.96	4056.38	4068.94	4083.2	4081.95	4108.83	4132.32	4121.89	4103.64	4086.32	4074.32	4065.7	4058.43	4047.64	4031.26	4016.54	4010.27	3996.76	3980.88	3979.84	3970.62	3959.44	3950.59	3937.53	3927.67	3919	3908.5	3902.2	3891.5	3884.14	3883.15	3883.75	3884.53	3883.45	3880.94	3879.05	3879.5	3880.79
3680.82	3685.28	3690.45	3698.58	3709.62	3718.92	3722.97	3726.55	3734.7	3738.77	3738.77	3740.27	3741.93	3741.91	3740.5	3741.8	3746.82	3752.4	3756.39	3759.86	3759.71	3753.66	3746.21	3739.15	3733.14	3727.62	3720.83	3714.46	3708.48	3704.75	3702.05	3700.68	3699.98	3699.26	3699.1	3701.4	3708.23	3717.16	3723.78	3731.98	3740.96	3754.65	3774.74	3791.34	3806.61	3822.6	3836.33	3853.05	3879.63	3894.32	3903.69	3913.05	3918.69	3924.85	3929.44	3936.65	3944.61	3950.76	3957.1	3961.67	3966.28	3972.18	3979.53	3986.04	3990.06	3992.44	3998.51	4001.48	4003.25	4007.18	4015.12	4023.04	4028.59	4033.41	4041.19	4047.95	4047.86	4046.48	4048.91	4056.86	4073.85	4080.89	4095.42	4132.21	4139.16	4127.1	4105.81	4090.11	4079.24	4069.45	4058.46	4051.64	4041.22	4033.02	4020.44	3985.39	3979.02	3978.31	3968.54	3955.78	3940.69	3928.19	3918.94	3908.36	3902.43	3894.07	3890.26	3889.54	3889.92	3890.21	3887.89	3883.19	3879.51	3878.9	3879.76
